session,birth_year,home_location,sex,domain,domain_lang
,,,,dengan nenek dan kakek,Pangean
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)",Pangean
,,,,dengan tetangga,
,,,,dengan pembantu,
,,,,apabila marah,Pangean
,,,,dalam mimpi,"Pangean, Minang"
,,,,berhitung,Indonesia
,,,,kirim sms ke keluarga,Pangean
,,,,kirim sms ke teman,Indonesia
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),Indonesia
,,,,berdoa dalam hati,"Pangean, Indonesia"
,,,,berdoa di tempat ibadah,"Pangean, Indonesia"
,,,,di rumah,Pangean
,,,,di tempat kerja,
,,,,di pasar,Minang
,,,,di warung,Minang
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,Pangean
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,Baserah
,,,,di kendaraan umum,Minang
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,"Minang, Indonesia"
,,,,mendengar radio,Indonesia
,,,,menonton TV,Indonesia
REJDJW,1993,Sumatera Barat - Kabupaten Pasaman Barat,Perempuan,dengan ibu,Mandailing
,,,,dengan bapak,Mandailing
,,,,dengan kakak/adik,Mandailing
,,,,dengan nenek dan kakek,Mandailing
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)",Mandailing
,,,,dengan tetangga,
,,,,dengan pembantu,
,,,,apabila marah,Inggris
,,,,dalam mimpi,Mandailing
,,,,berhitung,Indonesia
,,,,kirim sms ke keluarga,Mandailing
,,,,kirim sms ke teman,"Inggris, Indonesia"
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),"Inggris, Indonesia"
,,,,berdoa dalam hati,Indonesia
,,,,berdoa di tempat ibadah,Indonesia
,,,,di rumah,Mandailing
,,,,di tempat kerja,
,,,,di pasar,"minang, Indonesia"
,,,,di warung,Campur
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,Mandailing
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,Campur
,,,,di kendaraan umum,Minang
,,,,membaca novel/buku cerita,"Inggris, Indonesia"
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,"Inggris, India, Indonesia"
,,,,mendengar radio,Indonesia
,,,,menonton TV,Indonesia
XMBCVS,1995,Riau - Kota Pekanbaru,Perempuan,dengan ibu,Mandailing
,,,,dengan bapak,Mandailing
,,,,dengan kakak/adik,"Mandailing, Minang"
,,,,dengan nenek dan kakek,Mandailing
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)","Mandailing, Minang"
,,,,dengan tetangga,Indonesia
,,,,dengan pembantu,
,,,,apabila marah,Mandailing
,,,,dalam mimpi,Indonesia
,,,,berhitung,Indonesia
,,,,kirim sms ke keluarga,Mandailing
,,,,kirim sms ke teman,Campur
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),Campur
,,,,berdoa dalam hati,Indonesia
,,,,berdoa di tempat ibadah,Indonesia
,,,,di rumah,Mandailing
,,,,di tempat kerja,
,,,,di pasar,"Mandailing, Minang"
,,,,di warung,"Mandailing, Minang"
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,Indonesia
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,"Mandailing, Melayu"
,,,,di kendaraan umum,"Mandailing, Minang"
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,"Inggris, Korea, Jepang, Spanyol"
,,,,mendengar radio,Indonesia
,,,,menonton TV,"Korea, Inggris, Indonesia"
QNHJIN,1990,Sumatera Barat - Kota Bukittinggi,Perempuan,dengan ibu,Minang Bukittinggi
,,,,dengan bapak,Minang Bukittinggi
,,,,dengan kakak/adik,Minang Bukittinggi
,,,,dengan nenek dan kakek,Minang Bukittinggi
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)",Minang Bukittinggi
,,,,dengan tetangga,Minang Bukittinggi
,,,,dengan pembantu,
,,,,apabila marah,Minang Bukittinggi
,,,,dalam mimpi,
,,,,berhitung,Minang
,,,,kirim sms ke keluarga,Minang
,,,,kirim sms ke teman,"Minang, Indonesia, Padang"
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),"Minang, Indonesia, Padang"
,,,,berdoa dalam hati,"Minang, Indonesia, Padang"
,,,,berdoa di tempat ibadah,Indonesia
,,,,di rumah,Minang Bukittinggi
,,,,di tempat kerja,
,,,,di pasar,"Indonesia, Minang Bukittinggi"
,,,,di warung,"Indonesia, Minang Bukittinggi"
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,Minang Bukittinggi
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,Minang Bukittinggi
,,,,di kendaraan umum,Minang Bukittinggi
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,Indonesia
,,,,mendengar radio,Indonesia
,,,,menonton TV,Indonesia
KIIACP,1991,Sumatera Barat - Kabupaten Pasaman,Perempuan,dengan ibu,Mandailing
,,,,dengan bapak,Mandailing
,,,,dengan kakak/adik,Mandailing
,,,,dengan nenek dan kakek,Mandailing
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)","Mandailing, Indonesia"
,,,,dengan tetangga,"Mandailing, Indonesia"
,,,,dengan pembantu,
,,,,apabila marah,Mandailing
,,,,dalam mimpi,Mandailing
,,,,berhitung,"Mandailing, Indonesia"
,,,,kirim sms ke keluarga,"Mandailing, Indonesia"
,,,,kirim sms ke teman,"Indonesia, Mandailing, Minang"
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),"Indonesia, Mandailing, Minang"
,,,,berdoa dalam hati,"Mandailing, Indonesia"
,,,,berdoa di tempat ibadah,"Arab, Mandailing"
,,,,di rumah,Mandailing
,,,,di tempat kerja,
,,,,di pasar,"Mandailing, Indonesia"
,,,,di warung,Minang
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Mandailing
,,,,di SD dengan teman sekelas,Mandailing
,,,,di SMA dengan guru,"Indonesia, Minang"
,,,,di SMA dengan teman sekelas,"Minang, Mandailing"
,,,,di kendaraan umum,"Minang, Mandailing"
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,"Mandailing, Indonesia"
,,,,mendengar radio,"Indonesia, Minang"
,,,,menonton TV,Indonesia
ODWQDU,1991,Sumatera Barat - Batusangkar,Perempuan,dengan ibu,Minang
,,,,dengan bapak,Minang
,,,,dengan kakak/adik,Minang
,,,,dengan nenek dan kakek,Minang
,,,,dengan suami/istri (kalau sudah menikah),Minang
,,,,"dengan sanak saudara (tante, om, sepupu, dll)","Minang, Indonesia"
,,,,dengan tetangga,Minang
,,,,dengan pembantu,Minang
,,,,apabila marah,Minang
,,,,dalam mimpi,Alay
,,,,berhitung,Indonesia
,,,,kirim sms ke keluarga,Indonesia
,,,,kirim sms ke teman,Indonesia
,,,,kirim sms ke suami/istri ,Indonesia
,,,,dalam jejaring sosial (FB),Indonesia
,,,,berdoa dalam hati,Minang
,,,,berdoa di tempat ibadah,Indonesia
,,,,di rumah,Minang
,,,,di tempat kerja,Indonesia
,,,,di pasar,Minang
,,,,di warung,Minang
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,Indonesia
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,Indonesia
,,,,di kendaraan umum,Minang
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,Indonesia
,,,,mendengar radio,Indonesia
,,,,menonton TV,Indonesia
OJWPAL,1991,Sumatera Barat - Padang Pariaman,Perempuan,dengan ibu,Toboh
,,,,dengan bapak,Toboh
,,,,dengan kakak/adik,Toboh
,,,,dengan nenek dan kakek,Toboh
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)",Minang
,,,,dengan tetangga,Minang
,,,,dengan pembantu,
,,,,apabila marah,Minang
,,,,dalam mimpi,Cimpaduak
,,,,berhitung,Toboh
,,,,kirim sms ke keluarga,Cimpaduak
,,,,kirim sms ke teman,Cimpaduak
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),Cimpaduak
,,,,berdoa dalam hati,Minang
,,,,berdoa di tempat ibadah,Minang
,,,,di rumah,Toboh
,,,,di tempat kerja,
,,,,di pasar,Minang
,,,,di warung,Minang
,,,,di bank,Indonesia
,,,,di kantor pos,Minang
,,,,di SD dengan guru,Minang
,,,,di SD dengan teman sekelas,Minang
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,Minang
,,,,di kendaraan umum,Minang
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,Indonesia
,,,,mendengar radio,Indonesia
,,,,menonton TV,Indonesia
JQFEMZ,1992,Sumatera Barat - Tapus,Perempuan,dengan ibu,Tapus
,,,,dengan bapak,Tapus
,,,,dengan kakak/adik,Tapus
,,,,dengan nenek dan kakek,
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)",Tapus
,,,,dengan tetangga,Tapus
,,,,dengan pembantu,
,,,,apabila marah,"Tapanuli, Tapus"
,,,,dalam mimpi,
,,,,berhitung,"Minang, Tapus"
,,,,kirim sms ke keluarga,Tapus
,,,,kirim sms ke teman,"Minang, Indonesia, Tapus"
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),"Indonesia, Minang"
,,,,berdoa dalam hati,"Indonesia, Minang"
,,,,berdoa di tempat ibadah,"Indonesia, Minang"
,,,,di rumah,"Minang, Tapus"
,,,,di tempat kerja,
,,,,di pasar,"Minang, Tapus"
,,,,di warung,Tapus
,,,,di bank,"Indonesia, Minang"
,,,,di kantor pos,"Indonesia, Minang"
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,"Minang, Tapus"
,,,,di SMA dengan guru,"Indonesia, Tapus"
,,,,di SMA dengan teman sekelas,"Minang, Tapus"
,,,,di kendaraan umum,"Minang, Tapus"
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,Indonesia
,,,,mendengar radio,"Indonesia, Minang"
,,,,menonton TV,"Minang, Tapus"
LMLIVO,1993,Sumatera Barat - Kabupaten Dharmasraya,Perempuan,dengan ibu,Minang
,,,,dengan bapak,Minang
,,,,dengan kakak/adik,Minang
,,,,dengan nenek dan kakek,Minang
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)","Minang, Indonesia"
,,,,dengan tetangga,"Minang, Indonesia"
,,,,dengan pembantu,
,,,,apabila marah,Minang
,,,,dalam mimpi,Indonesia
,,,,berhitung,"Minang, Indonesia"
,,,,kirim sms ke keluarga,"Minang, Indonesia"
,,,,kirim sms ke teman,"Minang, Indonesia"
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),Indonesia
,,,,berdoa dalam hati,Indonesia
,,,,berdoa di tempat ibadah,Indonesia
,,,,di rumah,"Minang, Indonesia"
,,,,di tempat kerja,
,,,,di pasar,"Minang, Indonesia"
,,,,di warung,Minang
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Minang
,,,,di SD dengan teman sekelas,Minang
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,"Minang, Indonesia"
,,,,di kendaraan umum,"Minang, Indonesia"
,,,,membaca novel/buku cerita,"Minang, Indonesia"
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,"Indonesia, Inggris, Korea, Jepang"
,,,,mendengar radio,Indonesia
,,,,menonton TV,"Indonesia, Korea, Inggris"
WCCYOO,1992,Sumatera Barat - Kabupaten Pesisir Selatan,Perempuan,dengan ibu,Minang
,,,,dengan bapak,Minang
,,,,dengan kakak/adik,Minang
,,,,dengan nenek dan kakek,Minang
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)",Minang
,,,,dengan tetangga,
,,,,dengan pembantu,Minang
,,,,apabila marah,minang tok
,,,,dalam mimpi,Alay (Minang)
,,,,berhitung,Indonesia
,,,,kirim sms ke keluarga,minang tok
,,,,kirim sms ke teman,Minang
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),Indonesia
,,,,berdoa dalam hati,Indonesia
,,,,berdoa di tempat ibadah,Indonesia
,,,,di rumah,Minang
,,,,di tempat kerja,
,,,,di pasar,Minang
,,,,di warung,Minang
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,Minang
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,Minang
,,,,di kendaraan umum,Indonesia
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,Indonesia
,,,,mendengar radio,Indonesia
,,,,menonton TV,Indonesia
UAADSB,1995,Sumatera Barat - Kabupaten Padang Pariaman,Perempuan,dengan ibu,Minang
,,,,dengan bapak,Minang
,,,,dengan kakak/adik,Minang
,,,,dengan nenek dan kakek,Minang
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)",Minang
,,,,dengan tetangga,Minang
,,,,dengan pembantu,
,,,,apabila marah,Minang
,,,,dalam mimpi,Indonesia
,,,,berhitung,Indonesia
,,,,kirim sms ke keluarga,Minang
,,,,kirim sms ke teman,Campur
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),Campur
,,,,berdoa dalam hati,Indonesia
,,,,berdoa di tempat ibadah,Indonesia
,,,,di rumah,Minang
,,,,di tempat kerja,
,,,,di pasar,Minang
,,,,di warung,Minang
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,Minang
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,Minang
,,,,di kendaraan umum,"minang, Indonesia"
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,"Inggris, Korea, Indonesia"
,,,,mendengar radio,"minang, Indonesia"
,,,,menonton TV,"Inggris, Korea, Indonesia"
ZPAJSB,1994,Sumatera Barat - Kabupaten Padang Pariaman,Perempuan,dengan ibu,Minang
,,,,dengan bapak,Minang
,,,,dengan kakak/adik,Minang
,,,,dengan nenek dan kakek,Minang
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)",Minang
,,,,dengan tetangga,Minang
,,,,dengan pembantu,
,,,,apabila marah,Minang
,,,,dalam mimpi,Indonesia
,,,,berhitung,Indonesia
,,,,kirim sms ke keluarga,Minang
,,,,kirim sms ke teman,Indonesia
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),Campur
,,,,berdoa dalam hati,Indonesia
,,,,berdoa di tempat ibadah,Indonesia
,,,,di rumah,Minang
,,,,di tempat kerja,
,,,,di pasar,"Minang, indonesia"
,,,,di warung,Minang
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,Indonesia
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,"Minang, indonesia"
,,,,di kendaraan umum,Indonesia
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,Indonesia
,,,,mendengar radio,Indonesia
,,,,menonton TV,Indonesia
GYLSDY,1992,Sumatera Barat - Kabupaten Pasaman,Perempuan,dengan ibu,Napolen Baru
,,,,dengan bapak,Napolen Baru
,,,,dengan kakak/adik,Napolen Baru
,,,,dengan nenek dan kakek,Napolen Baru
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)",Napolen Baru
,,,,dengan tetangga,Napolen Baru
,,,,dengan pembantu,
,,,,apabila marah,Kumpulan
,,,,dalam mimpi,Kumpulan
,,,,berhitung,Indonesia
,,,,kirim sms ke keluarga,Kumpulan
,,,,kirim sms ke teman,Indonesia
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),Indonesia
,,,,berdoa dalam hati,Kumpulan
,,,,berdoa di tempat ibadah,Kumpulan
,,,,di rumah,Napolen Baru
,,,,di tempat kerja,
,,,,di pasar,"Minang, tapanuli, Indonesia"
,,,,di warung,"Minang, Napolen Baru"
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,Indonesia
,,,,di SMA dengan guru,"Indonesia, Minang"
,,,,di SMA dengan teman sekelas,"Indonesia, Minang"
,,,,di kendaraan umum,"Indonesia, Minang"
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,Indonesia
,,,,mendengar radio,Indonesia
,,,,menonton TV,Indonesia
IESDQR,1993,Sumatera Utara - Sayurmatinggi,Perempuan,dengan ibu,mandailing
,,,,dengan bapak,mandailing
,,,,dengan kakak/adik,mandailing
,,,,dengan nenek dan kakek,mandailing
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)",mandailing
,,,,dengan tetangga,mandailing
,,,,dengan pembantu,
,,,,apabila marah,mandailing
,,,,dalam mimpi,
,,,,berhitung,Indonesia
,,,,kirim sms ke keluarga,mandailing
,,,,kirim sms ke teman,Indonesia
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),Indonesia
,,,,berdoa dalam hati,Indonesia
,,,,berdoa di tempat ibadah,Indonesia
,,,,di rumah,mandailing
,,,,di tempat kerja,
,,,,di pasar,mandailing
,,,,di warung,mandailing
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,mandailing
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,mandailing
,,,,di kendaraan umum,mandailing
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,Indonesia
,,,,mendengar radio,Indonesia
,,,,menonton TV,Indonesia
CQJPQF,1995, Sumatera Barat - Kabupaten Pasaman,Perempuan,dengan ibu,Mandailing
,,,,dengan bapak,"Indonesia, Mandailing"
,,,,dengan kakak/adik,Mandailing
,,,,dengan nenek dan kakek,Mandailing
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)","Indonesia, Mandailing"
,,,,dengan tetangga,"Minang, Mandailing"
,,,,dengan pembantu,
,,,,apabila marah,"Indonesia, Mandailing"
,,,,dalam mimpi,"Mandailing, Indonesia, Minang"
,,,,berhitung,"Indonesia, Mandailing"
,,,,kirim sms ke keluarga,"Indonesia, Mandailing"
,,,,kirim sms ke teman,"Minang, Mandailing, indonesia"
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),Indonesia
,,,,berdoa dalam hati,"Indonesia, Mandailing"
,,,,berdoa di tempat ibadah,"Indonesia, Mandailing"
,,,,di rumah,"Indonesia, Mandailing"
,,,,di tempat kerja,
,,,,di pasar,"Mandailing, Minang, Indonesia"
,,,,di warung,"Mandailing, Minang, Indonesia"
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,"Mandailing, Minang, Indonesia"
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,Indonesia
,,,,di kendaraan umum,Indonesia
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,"Indonesia, inggris"
,,,,mendengar musik,Indonesia
,,,,mendengar radio,Indonesia
,,,,menonton TV,
DJYVAB,1991,Sumatera Barat - Inderapura,Perempuan,dengan ibu,Inderapura
,,,,dengan bapak,Inderapura
,,,,dengan kakak/adik,Inderapura
,,,,dengan nenek dan kakek,
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)","Padang, Indonesia"
,,,,dengan tetangga,
,,,,dengan pembantu,
,,,,apabila marah,Inderapura
,,,,dalam mimpi,
,,,,berhitung,"Indonesia, Minang"
,,,,kirim sms ke keluarga,Inderapura
,,,,kirim sms ke teman,"Indonesia, Minang"
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),"Indonesia, Minang"
,,,,berdoa dalam hati,Minang
,,,,berdoa di tempat ibadah,"Indonesia, Minang"
,,,,di rumah,Minang (Padang)
,,,,di tempat kerja,
,,,,di pasar,Inderapura (Minang)
,,,,di warung,Minang
,,,,di bank,Inderapura
,,,,di kantor pos,Inderapura
,,,,di SD dengan guru,Minang (indonesia)
,,,,di SD dengan teman sekelas,Inderapura
,,,,di SMA dengan guru,"Indonesia, Minang"
,,,,di SMA dengan teman sekelas,Inderapura
,,,,di kendaraan umum,Minang
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,"indonesia, Minang"
,,,,mendengar radio,"indonesia, Minang"
,,,,menonton TV,"indonesia, Minang"
GWPLFD,1995,Sumatera Barat - Kabupaten Dharmasraya,Perempuan,dengan ibu,Minang
,,,,dengan bapak,Minang
,,,,dengan kakak/adik,Minang
,,,,dengan nenek dan kakek,Minang
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)","Minang, Indonesia"
,,,,dengan tetangga,"Minang, Indonesia"
,,,,dengan pembantu,
,,,,apabila marah,Minang
,,,,dalam mimpi,"Minang, Indonesia"
,,,,berhitung,"Minang, Indonesia"
,,,,kirim sms ke keluarga,"Minang, Indonesia"
,,,,kirim sms ke teman,"Minang, Indonesia"
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),Indonesia
,,,,berdoa dalam hati,"Minang, Indonesia"
,,,,berdoa di tempat ibadah,"Minang, Indonesia"
,,,,di rumah,Minang
,,,,di tempat kerja,
,,,,di pasar,"Minang, Indonesia"
,,,,di warung,"Minang, Indonesia"
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Indonesia
,,,,di SD dengan teman sekelas,"Minang, Indonesia"
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,"Minang, Indonesia, jawa"
,,,,di kendaraan umum,Indonesia
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,"Indonesia, Inggris"
,,,,mendengar radio,Indonesia
,,,,menonton TV,Indonesia
RQATYV,1992,Sumatera Barat - Kota Pariaman,Perempuan,dengan ibu,Pariaman
,,,,dengan bapak,Pariaman
,,,,dengan kakak/adik,Pariaman
,,,,dengan nenek dan kakek,Pariaman
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)","Indonesia, Pariaman"
,,,,dengan tetangga,
,,,,dengan pembantu,
,,,,apabila marah,Pariaman
,,,,dalam mimpi,
,,,,berhitung,"Indonesia, Minang"
,,,,kirim sms ke keluarga,Minang
,,,,kirim sms ke teman,"Indonesia, Minang"
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),"Indonesia, Minang"
,,,,berdoa dalam hati,Minang
,,,,berdoa di tempat ibadah,"Indonesia, Minang"
,,,,di rumah,Minang (Pariaman)
,,,,di tempat kerja,
,,,,di pasar,Minang
,,,,di warung,Minang
,,,,di bank,Indonesia
,,,,di kantor pos,Indonesia
,,,,di SD dengan guru,Minang
,,,,di SD dengan teman sekelas,Minang
,,,,di SMA dengan guru,Indonesia
,,,,di SMA dengan teman sekelas,Minang
,,,,di kendaraan umum,"Indonesia, Minang"
,,,,membaca novel/buku cerita,Indonesia
,,,,membaca koran,Indonesia
,,,,membaca majalah,Indonesia
,,,,mendengar musik,"Indonesia, Minang"
,,,,mendengar radio,"Indonesia, Minang"
,,,,menonton TV,"Indonesia, Minang"
VVPKIL,1992,Sumatera Barat - Kabupaten Padang Pariaman,Laki,dengan ibu,minang
,,,,dengan bapak,minang
,,,,dengan kakak/adik,"Minang, Indonesia"
,,,,dengan nenek dan kakek,minang
,,,,dengan suami/istri (kalau sudah menikah),
,,,,"dengan sanak saudara (tante, om, sepupu, dll)","Minang, Indonesia"
,,,,dengan tetangga,minang
,,,,dengan pembantu,
,,,,apabila marah,"Minang, Indonesia, Inggris"
,,,,dalam mimpi,"Minang, Indonesia, Inggris"
,,,,berhitung,minang
,,,,kirim sms ke keluarga,minang
,,,,kirim sms ke teman,Indonesia
,,,,kirim sms ke suami/istri ,
,,,,dalam jejaring sosial (FB),"indonesia, Inggris"
,,,,berdoa dalam hati,Indonesia
,,,,berdoa di tempat ibadah,Indonesia
,,,,di rumah,minang
,,,,di tempat kerja,Indonesia
,,,,di pasar,minang
,,,,di warung,minang
