	speaker	domain	language
18895	bpkgyw	dengan ibu	jawa
18896	bpkgyw	dengan bapak	indonesia
18897	bpkgyw	dengan bapak	jawa
18898	bpkgyw	dengan kakak/adik	indonesia
18899	bpkgyw	dengan kakak/adik	jawa
18900	bpkgyw	dengan nenek dan kakek	indonesia
18902	bpkgyw	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
18903	bpkgyw	dengan tetangga	jawa
18904	bpkgyw	dengan pembantu	indonesia
18905	bpkgyw	apabila marah	jawa
18906	bpkgyw	dalam mimpi	indonesia
18907	bpkgyw	berhitung	jawa
18908	bpkgyw	kirim sms ke keluarga	indonesia
18909	bpkgyw	kirim sms ke teman	jawa
18911	bpkgyw	dalam jejaring sosial (fb)	indonesia
18912	bpkgyw	dalam jejaring sosial (fb)	jawa
18913	bpkgyw	berdoa dalam hati	indonesia
18914	bpkgyw	berdoa di tempat ibadah	indonesia
18915	bpkgyw	di rumah	indonesia
18916	bpkgyw	di rumah	jawa
18918	bpkgyw	di pasar	jawa
18919	bpkgyw	di warung	jawa
18920	bpkgyw	di bank	indonesia
18922	bpkgyw	di sd dengan guru	indonesia
18923	bpkgyw	di sd dengan teman sekelas	jawa
18924	bpkgyw	di sma dengan guru	indonesia
18925	bpkgyw	di sma dengan teman sekelas	jawa
18926	bpkgyw	di kendaraan umum	jawa
18928	bpkgyw	membaca koran	indonesia
18930	bpkgyw	mendengar musik	inggris
18931	bpkgyw	mendengar radio	indonesia
18932	bpkgyw	mendengar radio	jawa
18934	qzezqy	dengan ibu	ngoko
18935	qzezqy	dengan ibu	jawa kromo
18936	qzezqy	dengan bapak	ngoko
18937	qzezqy	dengan bapak	jawa kromo
18938	qzezqy	dengan kakak/adik	jawa ngoko
18939	qzezqy	dengan nenek dan kakek	jawa kromo
18941	qzezqy	dengan sanak saudara (tante, om, sepupu, dll)	ngoko
18942	qzezqy	dengan sanak saudara (tante, om, sepupu, dll)	jawa kromo
18943	qzezqy	dengan tetangga	indonesia
18944	qzezqy	dengan tetangga	jawa kromo
18945	qzezqy	dengan tetangga	ngoko
18946	qzezqy	dengan pembantu	jawa ngoko
18947	qzezqy	apabila marah	jawa ngoko
18948	qzezqy	dalam mimpi	jawa ngoko
18949	qzezqy	berhitung	jawa ngoko
18950	qzezqy	kirim sms ke keluarga	indonesia
18951	qzezqy	kirim sms ke keluarga	jawa
18952	qzezqy	kirim sms ke teman	indonesia
18953	qzezqy	kirim sms ke teman	jawa
18955	qzezqy	dalam jejaring sosial (fb)	indonesia
18956	qzezqy	berdoa dalam hati	indonesia
18957	qzezqy	berdoa dalam hati	jawa
18958	qzezqy	berdoa di tempat ibadah	indonesia
18959	qzezqy	berdoa di tempat ibadah	jawa
18960	qzezqy	di rumah	jawa ngoko
18961	qzezqy	di tempat kerja	indonesia
18962	qzezqy	di pasar	indonesia
18963	qzezqy	di pasar	jawa
18964	qzezqy	di warung	indonesia
18965	qzezqy	di warung	jawa
18966	qzezqy	di bank	indonesia
18967	qzezqy	di kantor pos	indonesia
18968	qzezqy	di sd dengan guru	indonesia
18969	qzezqy	di sd dengan teman sekelas	jawa ngoko
18970	qzezqy	di sma dengan guru	indonesia
18971	qzezqy	di sma dengan teman sekelas	indonesia
18972	qzezqy	di sma dengan teman sekelas	melayu
18973	qzezqy	di kendaraan umum	indonesia
18974	qzezqy	membaca novel/buku cerita	indonesia
18975	qzezqy	membaca novel/buku cerita	jawa
18976	qzezqy	membaca koran	indonesia
18977	qzezqy	membaca koran	jawa
18978	qzezqy	membaca majalah	indonesia
18979	qzezqy	membaca majalah	jawa
18980	qzezqy	mendengar musik	indonesia
18981	qzezqy	mendengar musik	jawa
18982	qzezqy	mendengar radio	indonesia
18983	qzezqy	mendengar radio	jawa
18984	qzezqy	menonton tv	indonesia
18985	qzezqy	menonton tv	jawa
18986	qyckkr	dengan ibu	jawa
18987	qyckkr	dengan bapak	jawa
18988	qyckkr	dengan kakak/adik	jawa
18989	qyckkr	dengan nenek dan kakek	jawa inggil
18991	qyckkr	dengan sanak saudara (tante, om, sepupu, dll)	jawa
18992	qyckkr	dengan tetangga	jawa
18993	qyckkr	dengan pembantu	jawa
18994	qyckkr	apabila marah	indonesia
18995	qyckkr	apabila marah	jawa
18996	qyckkr	dalam mimpi	indonesia
18997	qyckkr	dalam mimpi	jawa
18998	qyckkr	berhitung	indonesia
18999	qyckkr	berhitung	jawa
19000	qyckkr	kirim sms ke keluarga	jawa
19001	qyckkr	kirim sms ke teman	indonesia
19003	qyckkr	dalam jejaring sosial (fb)	indonesia
19004	qyckkr	berdoa dalam hati	indonesia
19005	qyckkr	berdoa di tempat ibadah	indonesia
19006	qyckkr	berdoa di tempat ibadah	jawa
19007	qyckkr	di rumah	jawa
19008	qyckkr	di tempat kerja	indonesia
19009	qyckkr	di pasar	jawa
19010	qyckkr	di warung	indonesia
19011	qyckkr	di bank	indonesia
19012	qyckkr	di kantor pos	indonesia
19013	qyckkr	di sd dengan guru	indonesia
19014	qyckkr	di sd dengan teman sekelas	jawa
19015	qyckkr	di sma dengan guru	indonesia
19016	qyckkr	di sma dengan teman sekelas	indonesia
19017	qyckkr	di sma dengan teman sekelas	jawa
19018	qyckkr	di kendaraan umum	indonesia
19019	qyckkr	di kendaraan umum	jawa
19020	qyckkr	membaca novel/buku cerita	indonesia
19021	qyckkr	membaca koran	indonesia
19022	qyckkr	membaca majalah	indonesia
19023	qyckkr	mendengar musik	indonesia
19024	qyckkr	mendengar musik	inggris
19025	qyckkr	mendengar radio	indonesia
19026	qyckkr	menonton tv	indonesia
19027	qyckkr	menonton tv	inggris
19028	vbdlsz	dengan ibu	indonesia
19029	vbdlsz	dengan ibu	jawa
19030	vbdlsz	dengan bapak	indonesia
19031	vbdlsz	dengan bapak	melayu
19033	vbdlsz	dengan nenek dan kakek	jawa
19035	vbdlsz	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19037	vbdlsz	dengan pembantu	indonesia
19038	vbdlsz	dengan pembantu	jawa
19039	vbdlsz	apabila marah	indonesia
19040	vbdlsz	dalam mimpi	campur-campur
19041	vbdlsz	berhitung	indonesia
19042	vbdlsz	kirim sms ke keluarga	indonesia
19043	vbdlsz	kirim sms ke teman	gaul
19045	vbdlsz	dalam jejaring sosial (fb)	indonesia
19046	vbdlsz	dalam jejaring sosial (fb)	inggris
19047	vbdlsz	berdoa dalam hati	indonesia
19048	vbdlsz	berdoa dalam hati	inggris
19049	vbdlsz	berdoa di tempat ibadah	indonesia
19050	vbdlsz	di rumah	indonesia
19051	vbdlsz	di rumah	jawa
19053	vbdlsz	di pasar	jawa
19054	vbdlsz	di warung	jawa
19055	vbdlsz	di bank	indonesia
19056	vbdlsz	di kantor pos	indonesia
19057	vbdlsz	di sd dengan guru	indonesia
19058	vbdlsz	di sd dengan teman sekelas	indonesia
19059	vbdlsz	di sma dengan guru	indonesia
19060	vbdlsz	di sma dengan teman sekelas	indonesia
19061	vbdlsz	di kendaraan umum	jawa
19062	vbdlsz	membaca novel/buku cerita	indonesia
19063	vbdlsz	membaca novel/buku cerita	inggris
19064	vbdlsz	membaca koran	indonesia
19065	vbdlsz	membaca majalah	indonesia
19066	vbdlsz	mendengar musik	indonesia
19067	vbdlsz	mendengar musik	mandarin
19068	vbdlsz	mendengar musik	english
19069	vbdlsz	mendengar radio	indonesia
19070	vbdlsz	menonton tv	indonesia
19071	vbdlsz	menonton tv	chinese
19072	vbdlsz	menonton tv	english
19073	bjjomf	dengan ibu	indonesia
19074	bjjomf	dengan bapak	indonesia
19075	bjjomf	dengan kakak/adik	jawa
19076	bjjomf	dengan nenek dan kakek	indonesia
19078	bjjomf	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19079	bjjomf	dengan tetangga	indonesia
19080	bjjomf	dengan pembantu	indonesia
19081	bjjomf	apabila marah	jawa
19082	bjjomf	dalam mimpi	inggris
19083	bjjomf	berhitung	indonesia
19084	bjjomf	kirim sms ke keluarga	indonesia
19085	bjjomf	kirim sms ke teman	indonesia
19087	bjjomf	dalam jejaring sosial (fb)	indonesia
19088	bjjomf	dalam jejaring sosial (fb)	inggris
19089	bjjomf	berdoa dalam hati	indonesia
19090	bjjomf	berdoa di tempat ibadah	indonesia
19091	bjjomf	di rumah	indonesia
19092	bjjomf	di tempat kerja	indonesia
19093	bjjomf	di pasar	jawa
19094	bjjomf	di warung	indonesia
19095	bjjomf	di bank	indonesia
19096	bjjomf	di kantor pos	indonesia
19097	bjjomf	di sd dengan guru	indonesia
19098	bjjomf	di sd dengan teman sekelas	indonesia
19099	bjjomf	di sma dengan guru	indonesia
19100	bjjomf	di sma dengan teman sekelas	indonesia
19101	bjjomf	di kendaraan umum	jawa
19102	bjjomf	membaca novel/buku cerita	indonesia
19103	bjjomf	membaca koran	indonesia
19104	bjjomf	membaca majalah	indonesia
19105	bjjomf	mendengar musik	inggris
19106	bjjomf	mendengar radio	indonesia
19107	bjjomf	menonton tv	indonesia
19108	bjjomf	menonton tv	inggris
19109	vojplj	dengan ibu	kupang
19110	vojplj	dengan bapak	kupang
19111	vojplj	dengan kakak/adik	kupang
19112	vojplj	dengan nenek dan kakek	kupang
19114	vojplj	dengan sanak saudara (tante, om, sepupu, dll)	kupang
19115	vojplj	dengan tetangga	kupang
19116	vojplj	dengan pembantu	kupang
19117	vojplj	apabila marah	kupang
19118	vojplj	dalam mimpi	kupang
19119	vojplj	berhitung	kupang
19120	vojplj	kirim sms ke keluarga	indonesia
19121	vojplj	kirim sms ke teman	kupang
19123	vojplj	dalam jejaring sosial (fb)	indonesia
19124	vojplj	dalam jejaring sosial (fb)	inggris
19125	vojplj	berdoa dalam hati	kupang
19126	vojplj	berdoa di tempat ibadah	indonesia
19127	vojplj	di rumah	kupang
19129	vojplj	di pasar	kupang
19130	vojplj	di warung	kupang
19131	vojplj	di bank	indonesia
19132	vojplj	di kantor pos	indonesia
19133	vojplj	di sd dengan guru	indonesia
19134	vojplj	di sd dengan teman sekelas	kupang
19135	vojplj	di sma dengan guru	indonesia
19136	vojplj	di sma dengan teman sekelas	kupang
19137	vojplj	di kendaraan umum	kupang
19138	vojplj	membaca novel/buku cerita	indonesia
19139	vojplj	membaca koran	indonesia
19140	vojplj	membaca majalah	indonesia
19141	vojplj	mendengar musik	inggris
19142	vojplj	mendengar musik	jepang
19143	vojplj	mendengar radio	indonesia
19144	vojplj	menonton tv	indonesia
19145	qanfkj	dengan ibu	indonesia
19146	qanfkj	dengan ibu	jawa
19147	qanfkj	dengan bapak	indonesia
19148	qanfkj	dengan bapak	jawa
19149	qanfkj	dengan kakak/adik	jawa
19150	qanfkj	dengan nenek dan kakek	indonesia
19151	qanfkj	dengan nenek dan kakek	jawa
19153	qanfkj	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19155	qanfkj	dengan pembantu	indonesia
19156	qanfkj	dengan pembantu	jawa
19157	qanfkj	apabila marah	indonesia
19158	qanfkj	apabila marah	jawa
19159	qanfkj	dalam mimpi	indonesia
19160	qanfkj	berhitung	indonesia
19161	qanfkj	kirim sms ke keluarga	indonesia
19162	qanfkj	kirim sms ke keluarga	jawa
19163	qanfkj	kirim sms ke teman	indonesia
19164	qanfkj	kirim sms ke teman	inggris
19166	qanfkj	dalam jejaring sosial (fb)	indonesia
19167	qanfkj	dalam jejaring sosial (fb)	inggris
19168	qanfkj	berdoa dalam hati	indonesia
19169	qanfkj	berdoa di tempat ibadah	indonesia
19170	qanfkj	di rumah	indonesia
19171	qanfkj	di rumah	jawa
19172	qanfkj	di tempat kerja	indonesia
19173	qanfkj	di pasar	indonesia
19174	qanfkj	di pasar	jawa
19175	qanfkj	di warung	indonesia
19176	qanfkj	di warung	jawa
19177	qanfkj	di bank	indonesia
19178	qanfkj	di kantor pos	indonesia
19179	qanfkj	di sd dengan guru	indonesia
19180	qanfkj	di sd dengan teman sekelas	indonesia
19181	qanfkj	di sd dengan teman sekelas	jawa
19182	qanfkj	di sma dengan guru	indonesia
19183	qanfkj	di sma dengan teman sekelas	indonesia
19184	qanfkj	di sma dengan teman sekelas	jawa
19185	qanfkj	di kendaraan umum	indonesia
19186	qanfkj	di kendaraan umum	jawa
19187	qanfkj	membaca novel/buku cerita	indonesia
19188	qanfkj	membaca koran	indonesia
19189	qanfkj	membaca majalah	indonesia
19190	qanfkj	mendengar musik	inggris
19191	qanfkj	mendengar radio	indonesia
19192	qanfkj	menonton tv	indonesia
19193	qanfkj	menonton tv	inggris
19194	xfwpqr	dengan ibu	indonesia
19195	xfwpqr	dengan bapak	indonesia
19196	xfwpqr	dengan kakak/adik	jawa
19197	xfwpqr	dengan nenek dan kakek	indonesia
19198	xfwpqr	dengan suami/istri (kalau sudah menikah)	indonesia
19199	xfwpqr	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19200	xfwpqr	dengan tetangga	indonesia
19201	xfwpqr	dengan pembantu	indonesia
19202	xfwpqr	apabila marah	jawa
19203	xfwpqr	dalam mimpi	jawa
19204	xfwpqr	berhitung	indonesia
19205	xfwpqr	kirim sms ke keluarga	indonesia
19206	xfwpqr	kirim sms ke teman	jawa
19207	xfwpqr	kirim sms ke suami/istri 	indonesia
19208	xfwpqr	dalam jejaring sosial (fb)	indonesia
19209	xfwpqr	berdoa dalam hati	indonesia
19210	xfwpqr	berdoa di tempat ibadah	indonesia
19211	xfwpqr	di rumah	indonesia
19212	xfwpqr	di tempat kerja	indonesia
19213	xfwpqr	di pasar	jawa
19214	xfwpqr	di warung	jawa
19215	xfwpqr	di bank	indonesia
19216	xfwpqr	di kantor pos	indonesia
19217	xfwpqr	di sd dengan guru	indonesia
19218	xfwpqr	di sd dengan teman sekelas	indonesia
19219	xfwpqr	di sma dengan guru	indonesia
19220	xfwpqr	di sma dengan teman sekelas	indonesia
19221	xfwpqr	di kendaraan umum	jawa
19222	xfwpqr	membaca novel/buku cerita	indonesia
19223	xfwpqr	membaca koran	indonesia
19224	xfwpqr	membaca majalah	indonesia
19225	xfwpqr	mendengar musik	indonesia
19226	xfwpqr	mendengar radio	indonesia
19227	xfwpqr	menonton tv	indonesia
19228	amaqdl	dengan ibu	indonesia
19229	amaqdl	dengan bapak	indonesia
19230	amaqdl	dengan kakak/adik	indonesia
19231	amaqdl	dengan nenek dan kakek	indonesia
19233	amaqdl	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19234	amaqdl	dengan tetangga	indonesia
19235	amaqdl	dengan pembantu	indonesia
19236	amaqdl	apabila marah	indonesia
19237	amaqdl	dalam mimpi	indonesia
19238	amaqdl	berhitung	indonesia
19239	amaqdl	kirim sms ke keluarga	korea
19240	amaqdl	kirim sms ke keluarga	indonesia
19241	amaqdl	kirim sms ke keluarga	china
19242	amaqdl	kirim sms ke teman	indonesia
19243	amaqdl	kirim sms ke teman	inggris
19245	amaqdl	dalam jejaring sosial (fb)	indonesia
19246	amaqdl	dalam jejaring sosial (fb)	inggris
19247	amaqdl	berdoa dalam hati	indonesia
19248	amaqdl	berdoa di tempat ibadah	indonesia
19249	amaqdl	di rumah	indonesia
19251	amaqdl	di pasar	indonesia
19252	amaqdl	di warung	indonesia
19253	amaqdl	di bank	indonesia
19254	amaqdl	di kantor pos	indonesia
19255	amaqdl	di sd dengan guru	indonesia
19256	amaqdl	di sd dengan teman sekelas	indonesia
19257	amaqdl	di sma dengan guru	indonesia
19258	amaqdl	di sma dengan teman sekelas	indonesia
19259	amaqdl	di kendaraan umum	indonesia
19260	amaqdl	membaca novel/buku cerita	indonesia
19261	amaqdl	membaca novel/buku cerita	inggris
19262	amaqdl	membaca koran	indonesia
19263	amaqdl	membaca koran	inggris
19264	amaqdl	membaca majalah	indonesia
19265	amaqdl	membaca majalah	inggris
19266	amaqdl	mendengar musik	korea
19267	amaqdl	mendengar musik	jepang
19268	amaqdl	mendengar musik	dll.
19269	amaqdl	mendengar musik	inggris
19270	amaqdl	mendengar radio	indonesia
19271	amaqdl	mendengar radio	inggris
19272	amaqdl	menonton tv	indonesia
19273	amaqdl	menonton tv	inggris
19274	djewyc	dengan ibu	indonesia
19275	djewyc	dengan bapak	indonesia
19276	djewyc	dengan kakak/adik	indonesia
19282	djewyc	apabila marah	indonesia
19285	djewyc	kirim sms ke keluarga	indonesia
19286	djewyc	kirim sms ke teman	indonesia
19289	djewyc	berdoa dalam hati	indonesia
19290	djewyc	berdoa di tempat ibadah	indonesia
19291	djewyc	di rumah	indonesia
19297	djewyc	di sd dengan guru	indonesia
19298	djewyc	di sd dengan teman sekelas	indonesia
19299	djewyc	di sma dengan guru	indonesia
19300	djewyc	di sma dengan teman sekelas	indonesia
19301	djewyc	di kendaraan umum	indonesia
19302	djewyc	membaca novel/buku cerita	indonesia
19303	djewyc	membaca novel/buku cerita	inggris
19304	djewyc	membaca koran	indonesia
19305	djewyc	membaca majalah	indonesia
19306	djewyc	mendengar musik	inggris
19309	sfaved	dengan ibu	indonesia
19310	sfaved	dengan bapak	indonesia
19314	sfaved	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19315	sfaved	dengan tetangga	indonesia
19316	sfaved	dengan pembantu	indonesia
19317	sfaved	apabila marah	surabaya
19318	sfaved	dalam mimpi	indonesia
19319	sfaved	berhitung	indonesia
19320	sfaved	kirim sms ke keluarga	indonesia
19321	sfaved	kirim sms ke teman	indonesia
19322	sfaved	kirim sms ke suami/istri 	indonesia
19323	sfaved	dalam jejaring sosial (fb)	indonesia
19324	sfaved	berdoa dalam hati	indonesia
19325	sfaved	berdoa di tempat ibadah	indonesia
19326	sfaved	di rumah	indonesia
19328	sfaved	di pasar	indonesia
19329	sfaved	di warung	indonesia
19330	sfaved	di bank	indonesia
19331	sfaved	di kantor pos	indonesia
19332	sfaved	di sd dengan guru	indonesia
19333	sfaved	di sd dengan teman sekelas	indonesia
19334	sfaved	di sma dengan guru	indonesia
19335	sfaved	di sma dengan teman sekelas	indonesia
19336	sfaved	di kendaraan umum	indonesia
19337	sfaved	membaca novel/buku cerita	indonesia
19338	sfaved	membaca novel/buku cerita	inggris
19339	sfaved	membaca koran	indonesia
19340	sfaved	membaca majalah	indonesia
19341	sfaved	membaca majalah	inggris
19342	sfaved	mendengar musik	japan
19343	sfaved	mendengar musik	korea
19344	sfaved	mendengar musik	inggris
19345	sfaved	mendengar musik	indonesia
19346	sfaved	mendengar radio	indonesia
19347	sfaved	menonton tv	indonesia
19348	sfaved	menonton tv	inggris
19349	izhxlh	dengan ibu	korea
19350	izhxlh	dengan bapak	korea
19351	izhxlh	dengan kakak/adik	korea
19352	izhxlh	dengan kakak/adik	indonesia
19353	izhxlh	dengan nenek dan kakek	korea
19355	izhxlh	dengan sanak saudara (tante, om, sepupu, dll)	korea
19357	izhxlh	dengan pembantu	indonesia
19358	izhxlh	apabila marah	korea
19359	izhxlh	apabila marah	indonesia
19360	izhxlh	dalam mimpi	korea
19361	izhxlh	berhitung	korea
19362	izhxlh	kirim sms ke keluarga	korea
19363	izhxlh	kirim sms ke teman	indonesia
19364	izhxlh	kirim sms ke teman	inggris
19366	izhxlh	dalam jejaring sosial (fb)	korea
19367	izhxlh	dalam jejaring sosial (fb)	inggris
19368	izhxlh	berdoa dalam hati	korea
19369	izhxlh	berdoa dalam hati	indonesia
19370	izhxlh	berdoa dalam hati	inggris
19371	izhxlh	berdoa di tempat ibadah	korea
19372	izhxlh	di rumah	korea
19373	izhxlh	di rumah	indonesia
19377	izhxlh	di bank	indonesia
19379	izhxlh	di sd dengan guru	indonesia
19380	izhxlh	di sd dengan guru	inggris
19381	izhxlh	di sd dengan teman sekelas	indonesia
19382	izhxlh	di sd dengan teman sekelas	inggris
19383	izhxlh	di sma dengan guru	indonesia
19384	izhxlh	di sma dengan guru	inggris
19385	izhxlh	di sma dengan teman sekelas	indonesia
19386	izhxlh	di sma dengan teman sekelas	inggris
19387	izhxlh	di kendaraan umum	indonesia
19388	izhxlh	membaca novel/buku cerita	indonesia
19389	izhxlh	membaca novel/buku cerita	inggris
19391	izhxlh	membaca majalah	korea
19392	izhxlh	membaca majalah	indonesia
19393	izhxlh	membaca majalah	inggris
19394	izhxlh	mendengar musik	korea
19395	izhxlh	mendengar radio	korea
19396	izhxlh	menonton tv	korea
19397	edspaz	dengan ibu	indonesia
19398	edspaz	dengan bapak	indonesia
19399	edspaz	dengan kakak/adik	indonesia
19400	edspaz	dengan nenek dan kakek	indonesia
19402	edspaz	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19403	edspaz	dengan tetangga	indonesia
19404	edspaz	dengan pembantu	indonesia
19405	edspaz	apabila marah	indonesia
19406	edspaz	dalam mimpi	indonesia
19407	edspaz	berhitung	indonesia
19408	edspaz	kirim sms ke keluarga	indonesia
19409	edspaz	kirim sms ke teman	indonesia
19410	edspaz	kirim sms ke suami/istri 	indonesia
19411	edspaz	dalam jejaring sosial (fb)	indonesia
19412	edspaz	dalam jejaring sosial (fb)	inggris
19413	edspaz	berdoa dalam hati	indonesia
19414	edspaz	berdoa di tempat ibadah	indonesia
19415	edspaz	di rumah	indonesia
19416	edspaz	di tempat kerja	indonesia
19417	edspaz	di pasar	indonesia
19418	edspaz	di warung	indonesia
19419	edspaz	di bank	indonesia
19420	edspaz	di kantor pos	indonesia
19421	edspaz	di sd dengan guru	indonesia
19422	edspaz	di sd dengan teman sekelas	indonesia
19423	edspaz	di sma dengan guru	indonesia
19424	edspaz	di sma dengan teman sekelas	indonesia
19425	edspaz	di kendaraan umum	indonesia
19426	edspaz	membaca novel/buku cerita	indonesia
19427	edspaz	membaca koran	indonesia
19428	edspaz	membaca majalah	indonesia
19429	edspaz	mendengar musik	indonesia
19430	edspaz	mendengar musik	inggris
19431	edspaz	mendengar radio	indonesia
19432	edspaz	menonton tv	indonesia
19433	edspaz	menonton tv	inggris
19442	qagjkj	apabila marah	tinggi
19444	qagjkj	berhitung	angka
19446	qagjkj	kirim sms ke teman	informal
19448	qagjkj	dalam jejaring sosial (fb)	gaul
19449	qagjkj	berdoa dalam hati	indonesia
19450	qagjkj	berdoa di tempat ibadah	roh
19453	qagjkj	di pasar	negoisasi
19454	qagjkj	di warung	indonesia
19465	qagjkj	mendengar musik	tidak berbicara
19468	ioxidr	dengan ibu	indonesia
19469	ioxidr	dengan bapak	indonesia
19470	ioxidr	dengan kakak/adik	indonesia
19471	ioxidr	dengan nenek dan kakek	indonesia
19472	ioxidr	dengan suami/istri (kalau sudah menikah)	indonesia
19473	ioxidr	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19474	ioxidr	dengan tetangga	indonesia
19475	ioxidr	dengan pembantu	indonesia
19476	ioxidr	apabila marah	indonesia
19477	ioxidr	dalam mimpi	gak sadar
19478	ioxidr	berhitung	angka
19479	ioxidr	kirim sms ke keluarga	formal
19480	ioxidr	kirim sms ke teman	gaul
19481	ioxidr	kirim sms ke suami/istri 	blm punya suami
19482	ioxidr	dalam jejaring sosial (fb)	gaul
19483	ioxidr	berdoa dalam hati	indonesia
19484	ioxidr	berdoa di tempat ibadah	roh
19485	ioxidr	di rumah	indonesia
19486	ioxidr	di tempat kerja	indonesia
19487	ioxidr	di pasar	indonesia
19488	ioxidr	di warung	indonesia
19489	ioxidr	di bank	indonesia
19490	ioxidr	di kantor pos	indonesia
19491	ioxidr	di sd dengan guru	indonesia
19492	ioxidr	di sd dengan teman sekelas	indonesia
19493	ioxidr	di sma dengan guru	indonesia
19494	ioxidr	di sma dengan teman sekelas	indonesia
19495	ioxidr	di kendaraan umum	indonesia
19496	ioxidr	membaca novel/buku cerita	indonesia
19497	ioxidr	membaca koran	indonesia
19498	ioxidr	membaca majalah	indonesia
19499	ioxidr	mendengar musik	indonesia
19500	ioxidr	mendengar radio	indonesia
19501	ioxidr	menonton tv	indonesia
19502	exkzvs	dengan ibu	indonesia
19503	exkzvs	dengan bapak	indonesia
19504	exkzvs	dengan kakak/adik	indonesia
19505	exkzvs	dengan kakak/adik	jawa
19506	exkzvs	dengan nenek dan kakek	indonesia
19508	exkzvs	dengan sanak saudara (tante, om, sepupu, dll)	indonesia
19509	exkzvs	dengan tetangga	indonesia
19510	exkzvs	dengan pembantu	indonesia
19511	exkzvs	dengan pembantu	jawa
19512	exkzvs	apabila marah	indonesia
